Transaction_ID,Customer_ID,Card_Category,Quarter,Expense_Type,Use_Method,Transaction_Amount,Interest_Earned,Annual_Fee
1063,745,Blue,Q4,Travel,Chip,260.17,3.9,50
1064,552,Blue,Q4,Entertainment,Swipe,171.38,2.57,50
1065,323,Blue,Q1,Grocery,Chip,120.04,1.8,50
1066,153,Blue,Q3,Fuel,Online,212.45,3.19,50
1067,639,Platinum,Q2,Bills,Chip,250.79,3.76,200
1068,237,Silver,Q2,Fuel,Swipe,403.53,6.05,75
1069,998,Silver,Q4,Travel,Chip,283.88,4.26,75
1070,55,Platinum,Q4,Food,Swipe,40.9,0.61,200
1071,980,Gold,Q4,Travel,Swipe,163.02,2.45,120
1072,436,Blue,Q2,Food,Chip,241.26,3.62,50
1073,684,Blue,Q2,Fuel,Swipe,175.15,2.63,50
1074,109,Silver,Q1,Fuel,Swipe,441.31,6.62,75
1075,866,Blue,Q3,Food,Chip,544.95,8.17,50
1076,981,Blue,Q4,Entertainment,Swipe,49.6,0.74,50
1077,184,Silver,Q1,Bills,Chip,299.44,4.49,75
1078,951,Gold,Q2,Grocery,Swipe,90.05,1.35,120
1079,368,Blue,Q1,Fuel,Swipe,536.51,8.05,50
1080,983,Silver,Q2,Bills,Chip,111.09,1.67,75
1081,198,Blue,Q3,Grocery,Chip,99.1,1.49,50
1082,371,Silver,Q2,Travel,Swipe,465.0,6.98,75
1083,373,Blue,Q1,Grocery,Chip,362.43,5.44,50
1084,973,Gold,Q3,Fuel,Swipe,348.08,5.22,120
1085,497,Blue,Q2,Entertainment,Chip,372.17,5.58,50
1086,599,Silver,Q4,Entertainment,Swipe,141.41,2.12,75
1087,201,Blue,Q2,Bills,Swipe,204.31,3.06,50
1088,849,Blue,Q3,Travel,Swipe,532.83,7.99,50
1089,509,Blue,Q1,Bills,Swipe,750.91,11.26,50
1090,322,Blue,Q3,Food,Swipe,201.2,3.02,50
1091,275,Blue,Q1,Entertainment,Swipe,144.75,2.17,50
1092,211,Blue,Q2,Bills,Online,605.92,9.09,50
1093,504,Silver,Q2,Food,Swipe,343.68,5.16,75
1094,903,Silver,Q3,Travel,Swipe,255.67,3.84,75
1095,118,Blue,Q4,Grocery,Chip,268.58,4.03,50
1096,703,Silver,Q2,Bills,Swipe,250.03,3.75,75
1097,554,Blue,Q4,Food,Swipe,658.09,9.87,50
1098,42,Blue,Q4,Entertainment,Swipe,501.58,7.52,50
1099,315,Blue,Q3,Grocery,Swipe,152.91,2.29,50
1100,788,Blue,Q2,Bills,Swipe,823.38,12.35,50
1101,329,Blue,Q4,Entertainment,Swipe,134.52,2.02,50
1102,17,Platinum,Q2,Grocery,Chip,227.65,3.41,200
1103,283,Blue,Q1,Fuel,Swipe,404.71,6.07,50
1104,943,Blue,Q4,Entertainment,Swipe,439.4,6.59,50
1105,258,Blue,Q3,Fuel,Swipe,158.42,2.38,50
1106,575,Gold,Q3,Travel,Swipe,257.48,3.86,120
1107,574,Silver,Q4,Bills,Swipe,176.87,2.65,75
1108,612,Silver,Q2,Food,Chip,918.0,13.77,75
1109,19,Gold,Q1,Bills,Chip,152.23,2.28,120
1110,529,Gold,Q1,Entertainment,Chip,462.07,6.93,120
1111,837,Silver,Q3,Fuel,Swipe,52.87,0.79,75
1112,423,Blue,Q3,Fuel,Online,253.37,3.8,50
1113,466,Gold,Q2,Grocery,Swipe,242.79,3.64,120
1114,373,Blue,Q3,Bills,Swipe,314.94,4.72,50
1115,758,Silver,Q2,Bills,Swipe,168.0,2.52,75
1116,763,Silver,Q4,Entertainment,Chip,126.71,1.9,75
1117,967,Silver,Q1,Fuel,Swipe,82.79,1.24,75
1118,81,Blue,Q4,Entertainment,Chip,215.07,3.23,50
1119,551,Silver,Q3,Entertainment,Chip,53.17,0.8,75
1120,548,Platinum,Q1,Travel,Swipe,92.24,1.38,200
1121,424,Blue,Q1,Fuel,Chip,81.82,1.23,50
1122,429,Blue,Q4,Entertainment,Swipe,199.11,2.99,50
1123,388,Silver,Q2,Fuel,Swipe,531.02,7.97,75
1124,998,Platinum,Q1,Entertainment,Swipe,206.0,3.09,200
1125,921,Blue,Q2,Food,Swipe,63.95,0.96,50
1126,709,Blue,Q4,Entertainment,Swipe,371.07,5.57,50
1127,670,Blue,Q4,Entertainment,Chip,405.05,6.08,50
1128,204,Blue,Q2,Food,Online,1257.82,18.87,50
1129,196,Gold,Q4,Bills,Chip,231.05,3.47,120
1130,728,Silver,Q1,Fuel,Swipe,443.43,6.65,75
1131,285,Silver,Q4,Grocery,Swipe,778.81,11.68,75
1132,969,Blue,Q4,Food,Swipe,241.02,3.62,50
1133,196,Silver,Q1,Bills,Chip,32.11,0.48,75
1134,307,Blue,Q2,Entertainment,Online,376.66,5.65,50
1135,664,Blue,Q4,Travel,Chip,210.3,3.15,50
1136,14,Blue,Q2,Bills,Swipe,451.72,6.78,50
1137,837,Blue,Q1,Food,Swipe,170.12,2.55,50
1138,146,Blue,Q2,Travel,Chip,436.61,6.55,50
1139,938,Blue,Q2,Entertainment,Swipe,102.08,1.53,50
1140,57,Blue,Q3,Bills,Swipe,74.15,1.11,50
1141,723,Blue,Q3,Grocery,Chip,405.74,6.09,50
1142,780,Silver,Q4,Fuel,Swipe,137.9,2.07,75
1143,210,Blue,Q3,Fuel,Swipe,412.51,6.19,50
1144,529,Gold,Q3,Food,Swipe,199.35,2.99,120
1145,798,Blue,Q3,Entertainment,Swipe,870.44,13.06,50
1146,344,Silver,Q2,Entertainment,Chip,523.52,7.85,75
1147,715,Gold,Q2,Fuel,Swipe,84.59,1.27,120
1148,611,Gold,Q3,Bills,Chip,442.55,6.64,120
1149,279,Gold,Q1,Entertainment,Swipe,253.72,3.81,120
1150,209,Blue,Q3,Grocery,Swipe,219.38,3.29,50
1151,641,Blue,Q1,Grocery,Swipe,251.91,3.78,50
1152,335,Blue,Q2,Entertainment,Swipe,153.91,2.31,50
1153,288,Blue,Q1,Entertainment,Chip,156.46,2.35,50
1154,252,Blue,Q2,Fuel,Chip,165.59,2.48,50
1155,265,Gold,Q1,Food,Swipe,77.97,1.17,120
1156,271,Blue,Q2,Fuel,Swipe,360.44,5.41,50
1157,924,Silver,Q2,Food,Chip,256.71,3.85,75
1158,920,Gold,Q3,Grocery,Swipe,383.47,5.75,120
1159,700,Silver,Q4,Food,Swipe,327.29,4.91,75
1160,419,Silver,Q4,Fuel,Swipe,359.89,5.4,75
1161,726,Silver,Q2,Entertainment,Swipe,184.79,2.77,75
1162,795,Blue,Q3,Food,Swipe,350.54,5.26,50
1163,211,Blue,Q4,Fuel,Swipe,353.2,5.3,50
1164,365,Platinum,Q4,Grocery,Swipe,207.81,3.12,200
1165,76,Gold,Q3,Travel,Online,539.79,8.1,120
1166,660,Gold,Q3,Food,Swipe,187.03,2.81,120
1167,321,Blue,Q4,Grocery,Swipe,955.9,14.34,50
1168,725,Gold,Q4,Grocery,Swipe,342.4,5.14,120
1169,433,Blue,Q1,Bills,Swipe,175.39,2.63,50
1170,109,Blue,Q1,Travel,Swipe,232.74,3.49,50
1171,641,Blue,Q2,Food,Swipe,750.76,11.26,50
1172,522,Blue,Q4,Fuel,Chip,604.81,9.07,50
1173,47,Blue,Q3,Food,Chip,30.71,0.46,50
1174,379,Blue,Q3,Food,Swipe,498.45,7.48,50
1175,827,Blue,Q4,Travel,Chip,156.37,2.35,50
1176,96,Blue,Q2,Grocery,Swipe,169.44,2.54,50
1177,958,Silver,Q3,Grocery,Swipe,237.16,3.56,75
1178,103,Silver,Q4,Grocery,Chip,194.31,2.91,75
1179,892,Blue,Q4,Grocery,Chip,153.28,2.3,50
1180,854,Blue,Q2,Travel,Swipe,150.7,2.26,50
1181,146,Silver,Q4,Fuel,Swipe,43.97,0.66,75
1182,880,Blue,Q3,Entertainment,Swipe,166.63,2.5,50
1183,942,Blue,Q1,Bills,Swipe,441.22,6.62,50
1184,928,Silver,Q2,Grocery,Chip,360.49,5.41,75
1185,27,Platinum,Q4,Grocery,Swipe,161.07,2.42,200
1186,732,Blue,Q2,Bills,Swipe,45.69,0.69,50
1187,530,Blue,Q4,Grocery,Swipe,322.73,4.84,50
1188,679,Blue,Q1,Entertainment,Swipe,94.57,1.42,50
1189,945,Blue,Q2,Food,Chip,250.88,3.76,50
1190,989,Blue,Q4,Bills,Chip,88.01,1.32,50
1191,82,Blue,Q1,Fuel,Swipe,68.77,1.03,50
1192,428,Blue,Q3,Bills,Swipe,156.94,2.35,50
1193,584,Platinum,Q4,Entertainment,Swipe,227.91,3.42,200
1194,822,Silver,Q1,Travel,Swipe,218.43,3.28,75
1195,479,Silver,Q1,Fuel,Swipe,329.63,4.94,75
1196,766,Gold,Q2,Food,Swipe,203.25,3.05,120
1197,162,Blue,Q4,Grocery,Swipe,496.66,7.45,50
1198,839,Gold,Q3,Bills,Swipe,91.09,1.37,120
1199,932,Blue,Q4,Fuel,Chip,230.57,3.46,50
1200,402,Blue,Q1,Bills,Swipe,782.15,11.73,50
1201,508,Gold,Q3,Food,Chip,763.97,11.46,120
1202,38,Gold,Q1,Bills,Swipe,210.36,3.16,120
1203,955,Gold,Q2,Fuel,Chip,437.03,6.56,120
1204,511,Blue,Q4,Entertainment,Swipe,271.5,4.07,50
1205,393,Platinum,Q1,Travel,Chip,155.21,2.33,200
1206,713,Platinum,Q1,Fuel,Swipe,89.86,1.35,200
1207,494,Blue,Q4,Bills,Online,652.35,9.79,50
1208,200,Blue,Q3,Food,Chip,256.8,3.85,50
1209,255,Blue,Q1,Grocery,Swipe,201.64,3.02,50
1210,179,Platinum,Q4,Grocery,Swipe,37.91,0.57,200
1211,547,Blue,Q2,Food,Chip,591.73,8.88,50
1212,594,Blue,Q2,Bills,Chip,294.82,4.42,50
1213,389,Blue,Q4,Travel,Chip,484.1,7.26,50
1214,398,Blue,Q1,Food,Chip,171.95,2.58,50
1215,732,Silver,Q4,Bills,Chip,268.27,4.02,75
1216,158,Blue,Q4,Fuel,Swipe,317.21,4.76,50
1217,4,Platinum,Q1,Travel,Swipe,507.57,7.61,200
1218,167,Silver,Q3,Entertainment,Swipe,188.55,2.83,75
1219,468,Silver,Q3,Bills,Chip,205.37,3.08,75
1220,960,Blue,Q2,Grocery,Swipe,151.39,2.27,50
1221,409,Blue,Q3,Grocery,Swipe,1192.44,17.89,50
1222,412,Blue,Q4,Travel,Swipe,395.19,5.93,50
1223,204,Blue,Q1,Entertainment,Chip,234.35,3.52,50
1224,194,Blue,Q2,Bills,Swipe,155.95,2.34,50
1225,235,Platinum,Q3,Entertainment,Swipe,623.89,9.36,200
1226,718,Blue,Q4,Fuel,Swipe,197.87,2.97,50
1227,150,Blue,Q2,Entertainment,Swipe,278.38,4.18,50
1228,159,Blue,Q1,Fuel,Chip,98.98,1.48,50
1229,279,Blue,Q3,Grocery,Swipe,416.78,6.25,50
1230,816,Platinum,Q4,Fuel,Chip,360.59,5.41,200
1231,404,Blue,Q1,Bills,Swipe,178.38,2.68,50
1232,893,Blue,Q4,Travel,Swipe,252.96,3.79,50
1233,678,Silver,Q4,Travel,Swipe,456.84,6.85,75
1234,311,Blue,Q4,Bills,Swipe,90.81,1.36,50
1235,68,Blue,Q1,Bills,Swipe,106.08,1.59,50
1236,463,Blue,Q2,Bills,Swipe,190.54,2.86,50
1237,88,Blue,Q4,Food,Chip,344.55,5.17,50
1238,217,Blue,Q2,Fuel,Chip,550.12,8.25,50
1239,1,Blue,Q2,Bills,Chip,181.22,2.72,50
1240,135,Gold,Q3,Travel,Online,171.8,2.58,120
1241,697,Blue,Q3,Entertainment,Swipe,199.39,2.99,50
1242,351,Silver,Q2,Entertainment,Swipe,362.66,5.44,75
1243,140,Silver,Q3,Food,Swipe,81.74,1.23,75
1244,618,Blue,Q3,Fuel,Swipe,163.62,2.45,50
1245,133,Blue,Q2,Fuel,Chip,104.34,1.57,50
1246,620,Blue,Q1,Fuel,Chip,171.81,2.58,50
1247,178,Silver,Q3,Travel,Chip,261.66,3.92,75
1248,810,Silver,Q3,Travel,Chip,140.04,2.1,75
1249,358,Silver,Q1,Food,Swipe,393.96,5.91,75
1250,380,Blue,Q1,Fuel,Swipe,35.56,0.53,50
1251,908,Gold,Q1,Fuel,Swipe,38.66,0.58,120
1252,871,Blue,Q2,Bills,Online,63.77,0.96,50
1253,658,Blue,Q1,Fuel,Online,119.37,1.79,50
1254,450,Blue,Q2,Travel,Swipe,278.09,4.17,50
1255,586,Blue,Q4,Bills,Swipe,39.48,0.59,50
1256,463,Blue,Q4,Bills,Swipe,110.09,1.65,50
1257,990,Silver,Q1,Fuel,Swipe,151.29,2.27,75
1258,108,Gold,Q1,Entertainment,Chip,333.65,5.0,120
1259,122,Gold,Q4,Grocery,Swipe,201.97,3.03,120
1260,17,Blue,Q2,Travel,Swipe,80.97,1.21,50
1261,196,Silver,Q2,Entertainment,Swipe,125.52,1.88,75
1262,327,Blue,Q1,Fuel,Chip,187.51,2.81,50
1263,318,Blue,Q1,Fuel,Swipe,306.12,4.59,50
1264,809,Blue,Q1,Entertainment,Chip,112.66,1.69,50
1265,479,Blue,Q4,Fuel,Swipe,403.2,6.05,50
1266,252,Blue,Q3,Travel,Swipe,37.88,0.57,50
1267,503,Blue,Q1,Bills,Swipe,157.02,2.36,50
1268,999,Blue,Q2,Food,Chip,334.08,5.01,50
1269,119,Gold,Q3,Fuel,Chip,484.98,7.27,120
1270,674,Blue,Q2,Fuel,Swipe,280.78,4.21,50
1271,710,Platinum,Q3,Entertainment,Swipe,271.92,4.08,200
1272,498,Silver,Q4,Bills,Chip,261.07,3.92,75
1273,486,Blue,Q3,Entertainment,Chip,144.31,2.16,50
1274,45,Silver,Q2,Travel,Swipe,181.8,2.73,75
1275,314,Blue,Q3,Entertainment,Swipe,281.0,4.22,50
1276,179,Gold,Q4,Fuel,Chip,433.73,6.51,120
1277,894,Blue,Q2,Bills,Swipe,195.88,2.94,50
1278,418,Platinum,Q1,Travel,Online,262.25,3.93,200
1279,556,Silver,Q3,Fuel,Chip,173.86,2.61,75
1280,783,Gold,Q2,Travel,Swipe,216.85,3.25,120
1281,78,Silver,Q3,Fuel,Chip,57.1,0.86,75
1282,326,Blue,Q4,Fuel,Swipe,265.66,3.98,50
1283,690,Blue,Q2,Fuel,Chip,528.47,7.93,50
1284,357,Blue,Q1,Food,Swipe,469.16,7.04,50
1285,416,Blue,Q1,Grocery,Swipe,126.2,1.89,50
1286,963,Blue,Q3,Bills,Chip,112.82,1.69,50
1287,515,Gold,Q4,Food,Chip,232.87,3.49,120
1288,214,Blue,Q4,Grocery,Chip,62.91,0.94,50
1289,854,Platinum,Q3,Travel,Swipe,417.62,6.26,200
1290,74,Gold,Q2,Grocery,Swipe,135.26,2.03,120
1291,563,Blue,Q2,Grocery,Swipe,416.49,6.25,50
1292,579,Gold,Q3,Food,Online,128.69,1.93,120
1293,509,Blue,Q2,Bills,Swipe,220.7,3.31,50
1294,332,Gold,Q2,Entertainment,Swipe,612.54,9.19,120
1295,93,Blue,Q2,Grocery,Swipe,329.94,4.95,50
1296,688,Blue,Q3,Entertainment,Swipe,258.58,3.88,50
1297,657,Blue,Q1,Entertainment,Chip,305.13,4.58,50
1298,519,Blue,Q4,Fuel,Chip,89.25,1.34,50
1299,269,Blue,Q1,Entertainment,Online,564.56,8.47,50
1300,376,Blue,Q2,Travel,Chip,442.97,6.64,50
1301,834,Blue,Q3,Travel,Swipe,223.59,3.35,50
1302,4,Gold,Q4,Fuel,Chip,269.73,4.05,120
1303,138,Blue,Q2,Bills,Chip,294.07,4.41,50
1304,231,Blue,Q4,Bills,Online,514.06,7.71,50
1305,600,Silver,Q4,Travel,Swipe,495.7,7.44,75
1306,529,Silver,Q1,Fuel,Swipe,44.12,0.66,75
1307,52,Platinum,Q2,Bills,Swipe,146.61,2.2,200
1308,646,Blue,Q4,Grocery,Swipe,308.2,4.62,50
1309,723,Blue,Q1,Bills,Swipe,422.39,6.34,50
1310,325,Blue,Q3,Fuel,Chip,135.84,2.04,50
1311,992,Blue,Q4,Travel,Chip,350.91,5.26,50
1312,970,Gold,Q2,Grocery,Swipe,285.28,4.28,120
1313,905,Blue,Q3,Entertainment,Swipe,329.48,4.94,50
1314,731,Platinum,Q4,Entertainment,Chip,139.07,2.09,200
1315,717,Blue,Q4,Entertainment,Swipe,215.5,3.23,50
1316,723,Platinum,Q2,Travel,Swipe,341.93,5.13,200
1317,277,Blue,Q4,Fuel,Swipe,330.09,4.95,50
1318,536,Gold,Q2,Entertainment,Swipe,308.99,4.63,120
1319,486,Gold,Q2,Bills,Swipe,79.93,1.2,120
1320,516,Platinum,Q2,Entertainment,Swipe,191.53,2.87,200
1321,152,Blue,Q2,Food,Online,123.74,1.86,50
1322,955,Blue,Q4,Travel,Chip,335.35,5.03,50
1323,483,Silver,Q3,Food,Swipe,666.3,9.99,75
1324,259,Blue,Q3,Entertainment,Swipe,270.08,4.05,50
1325,324,Blue,Q1,Entertainment,Chip,511.35,7.67,50
1326,869,Blue,Q2,Food,Chip,56.12,0.84,50
1327,168,Blue,Q4,Travel,Swipe,268.7,4.03,50
1328,688,Blue,Q4,Travel,Swipe,236.72,3.55,50
1329,310,Blue,Q1,Entertainment,Chip,101.34,1.52,50
1330,803,Blue,Q3,Travel,Swipe,151.21,2.27,50
1331,479,Blue,Q4,Grocery,Swipe,229.34,3.44,50
1332,56,Blue,Q1,Travel,Swipe,238.04,3.57,50
1333,620,Blue,Q3,Food,Swipe,992.5,14.89,50
1334,473,Blue,Q4,Fuel,Swipe,173.89,2.61,50
1335,296,Gold,Q2,Food,Swipe,654.15,9.81,120
1336,461,Platinum,Q1,Bills,Swipe,93.53,1.4,200
1337,324,Platinum,Q4,Grocery,Chip,778.56,11.68,200
1338,814,Gold,Q1,Fuel,Swipe,346.15,5.19,120
1339,846,Blue,Q1,Entertainment,Swipe,142.86,2.14,50
1340,141,Silver,Q1,Bills,Online,133.96,2.01,75
1341,667,Blue,Q2,Bills,Swipe,243.85,3.66,50
1342,262,Silver,Q3,Grocery,Swipe,79.16,1.19,75
1343,785,Blue,Q3,Fuel,Swipe,240.89,3.61,50
1344,420,Silver,Q4,Bills,Chip,705.79,10.59,75
1345,744,Blue,Q2,Fuel,Swipe,95.41,1.43,50
1346,241,Blue,Q3,Fuel,Swipe,430.48,6.46,50
1347,355,Silver,Q4,Travel,Swipe,461.96,6.93,75
1348,849,Blue,Q4,Bills,Swipe,59.11,0.89,50
1349,770,Blue,Q1,Fuel,Chip,163.49,2.45,50
1350,761,Blue,Q2,Grocery,Chip,530.45,7.96,50
1351,589,Blue,Q3,Bills,Online,108.33,1.62,50
1352,180,Blue,Q2,Grocery,Swipe,423.25,6.35,50
1353,66,Gold,Q2,Grocery,Swipe,105.43,1.58,120
1354,820,Blue,Q3,Fuel,Online,101.19,1.52,50
1355,348,Blue,Q3,Fuel,Chip,504.27,7.56,50
1356,171,Blue,Q2,Travel,Chip,149.64,2.24,50
1357,474,Silver,Q4,Travel,Swipe,132.88,1.99,75
1358,534,Silver,Q2,Bills,Swipe,95.55,1.43,75
1359,367,Silver,Q3,Travel,Swipe,44.57,0.67,75
1360,107,Silver,Q2,Entertainment,Swipe,179.87,2.7,75
1361,439,Gold,Q3,Bills,Swipe,716.63,10.75,120
1362,835,Gold,Q4,Grocery,Swipe,99.8,1.5,120
1363,227,Silver,Q2,Travel,Swipe,460.52,6.91,75
1364,444,Blue,Q4,Travel,Swipe,149.69,2.25,50
1365,442,Silver,Q2,Travel,Swipe,394.73,5.92,75
1366,396,Blue,Q2,Fuel,Swipe,148.69,2.23,50
1367,728,Silver,Q3,Grocery,Swipe,590.87,8.86,75
1368,581,Gold,Q1,Travel,Swipe,145.62,2.18,120
1369,84,Silver,Q3,Food,Swipe,165.81,2.49,75
1370,615,Gold,Q2,Food,Swipe,220.75,3.31,120
1371,551,Blue,Q1,Grocery,Chip,646.02,9.69,50
1372,13,Blue,Q1,Travel,Swipe,252.83,3.79,50
1373,809,Blue,Q4,Entertainment,Chip,589.75,8.85,50
1374,825,Gold,Q2,Entertainment,Chip,515.32,7.73,120
1375,693,Gold,Q3,Bills,Chip,661.52,9.92,120
1376,493,Silver,Q1,Bills,Swipe,588.53,8.83,75
1377,268,Silver,Q1,Travel,Swipe,201.27,3.02,75
1378,525,Silver,Q3,Bills,Chip,755.5,11.33,75
1379,120,Gold,Q3,Fuel,Online,312.98,4.69,120
1380,970,Gold,Q1,Entertainment,Online,311.49,4.67,120
1381,353,Silver,Q3,Grocery,Swipe,161.06,2.42,75
1382,57,Silver,Q4,Travel,Swipe,57.32,0.86,75
1383,40,Blue,Q1,Travel,Chip,57.42,0.86,50
1384,886,Silver,Q4,Food,Chip,110.27,1.65,75
1385,336,Blue,Q2,Entertainment,Swipe,324.48,4.87,50
1386,640,Blue,Q4,Entertainment,Swipe,363.4,5.45,50
1387,173,Gold,Q3,Entertainment,Swipe,119.69,1.8,120
1388,547,Blue,Q1,Bills,Swipe,32.88,0.49,50
1389,259,Platinum,Q4,Fuel,Chip,260.27,3.9,200
1390,888,Blue,Q3,Grocery,Online,131.5,1.97,50
1391,517,Blue,Q3,Bills,Chip,210.91,3.16,50
1392,730,Blue,Q4,Fuel,Swipe,346.9,5.2,50
1393,523,Blue,Q1,Entertainment,Chip,716.36,10.75,50
1394,894,Blue,Q4,Fuel,Swipe,187.28,2.81,50
1395,839,Blue,Q2,Bills,Chip,263.77,3.96,50
1396,117,Blue,Q4,Entertainment,Chip,29.03,0.44,50
1397,184,Blue,Q4,Bills,Swipe,346.19,5.19,50
1398,906,Blue,Q1,Grocery,Swipe,853.24,12.8,50
1399,874,Silver,Q4,Entertainment,Swipe,466.98,7.0,75
1400,116,Blue,Q3,Fuel,Swipe,519.69,7.8,50
1401,162,Silver,Q1,Bills,Chip,50.49,0.76,75
1402,579,Silver,Q3,Food,Swipe,346.41,5.2,75
1403,712,Blue,Q1,Fuel,Swipe,231.42,3.47,50
1404,543,Gold,Q2,Fuel,Swipe,12.13,0.18,120
1405,587,Silver,Q2,Entertainment,Chip,345.22,5.18,75
1406,237,Silver,Q2,Travel,Swipe,128.83,1.93,75
1407,839,Blue,Q4,Fuel,Swipe,88.74,1.33,50
1408,66,Silver,Q2,Bills,Chip,221.04,3.32,75
1409,70,Gold,Q1,Food,Swipe,117.65,1.76,120
1410,809,Blue,Q2,Grocery,Swipe,204.37,3.07,50
1411,447,Blue,Q1,Food,Chip,639.06,9.59,50
1412,416,Blue,Q3,Bills,Swipe,172.8,2.59,50
1413,532,Silver,Q4,Entertainment,Chip,391.39,5.87,75
1414,441,Blue,Q3,Bills,Swipe,77.1,1.16,50
1415,738,Silver,Q3,Travel,Swipe,379.9,5.7,75
1416,946,Blue,Q2,Travel,Swipe,290.92,4.36,50
1417,464,Gold,Q2,Travel,Chip,403.87,6.06,120
1418,921,Blue,Q2,Fuel,Swipe,124.84,1.87,50
1419,396,Blue,Q3,Entertainment,Swipe,319.15,4.79,50
1420,711,Blue,Q4,Travel,Swipe,1097.47,16.46,50
1421,551,Blue,Q4,Grocery,Swipe,390.72,5.86,50
1422,657,Blue,Q3,Grocery,Chip,233.9,3.51,50
1423,557,Blue,Q4,Bills,Chip,294.39,4.42,50
1424,395,Blue,Q3,Travel,Chip,131.84,1.98,50
1425,326,Gold,Q3,Fuel,Swipe,317.94,4.77,120
1426,893,Gold,Q4,Grocery,Swipe,361.32,5.42,120
1427,919,Blue,Q1,Food,Chip,240.02,3.6,50
1428,91,Blue,Q1,Entertainment,Online,80.22,1.2,50
1429,750,Blue,Q2,Food,Swipe,103.27,1.55,50
1430,70,Silver,Q4,Grocery,Swipe,70.62,1.06,75
1431,166,Blue,Q2,Grocery,Swipe,121.25,1.82,50
1432,642,Blue,Q3,Bills,Swipe,80.0,1.2,50
1433,214,Blue,Q1,Bills,Swipe,109.26,1.64,50
1434,852,Silver,Q4,Travel,Online,82.63,1.24,75
1435,601,Blue,Q4,Entertainment,Swipe,162.61,2.44,50
1436,335,Gold,Q4,Travel,Swipe,77.9,1.17,120
1437,764,Blue,Q1,Bills,Swipe,233.49,3.5,50
1438,369,Blue,Q2,Fuel,Chip,121.11,1.82,50
1439,861,Blue,Q1,Entertainment,Swipe,245.7,3.69,50
1440,584,Blue,Q2,Fuel,Swipe,511.31,7.67,50
1441,677,Blue,Q3,Travel,Swipe,893.96,13.41,50
1442,49,Blue,Q3,Bills,Swipe,317.49,4.76,50
1443,52,Blue,Q2,Entertainment,Chip,54.23,0.81,50
1444,289,Blue,Q3,Travel,Swipe,93.42,1.4,50
1445,790,Blue,Q3,Grocery,Swipe,310.19,4.65,50
1446,626,Platinum,Q4,Travel,Swipe,268.35,4.03,200
1447,239,Blue,Q4,Food,Swipe,61.06,0.92,50
1448,133,Silver,Q1,Grocery,Swipe,716.32,10.74,75
1449,999,Blue,Q1,Fuel,Chip,95.01,1.43,50
1450,786,Blue,Q1,Grocery,Swipe,508.29,7.62,50
1451,166,Blue,Q4,Travel,Chip,62.46,0.94,50
1452,374,Blue,Q1,Grocery,Chip,536.08,8.04,50
1453,373,Blue,Q1,Food,Online,587.24,8.81,50
1454,805,Blue,Q4,Travel,Swipe,104.63,1.57,50
1455,478,Silver,Q2,Food,Swipe,77.99,1.17,75
1456,755,Blue,Q4,Grocery,Swipe,100.65,1.51,50
1457,479,Blue,Q2,Food,Swipe,1015.87,15.24,50
1458,832,Blue,Q4,Grocery,Swipe,562.82,8.44,50
1459,650,Blue,Q1,Entertainment,Online,74.0,1.11,50
1460,591,Silver,Q3,Grocery,Chip,326.82,4.9,75
1461,682,Blue,Q3,Bills,Swipe,627.67,9.42,50
1462,635,Blue,Q2,Food,Swipe,298.61,4.48,50
1463,688,Blue,Q2,Food,Swipe,55.09,0.83,50
1464,300,Blue,Q2,Fuel,Chip,221.85,3.33,50
1465,82,Silver,Q3,Fuel,Swipe,70.01,1.05,75
1466,87,Silver,Q2,Bills,Swipe,312.04,4.68,75
1467,225,Blue,Q4,Food,Chip,288.42,4.33,50
1468,16,Blue,Q4,Food,Swipe,168.85,2.53,50
1469,822,Silver,Q3,Fuel,Chip,49.52,0.74,75
1470,358,Blue,Q4,Fuel,Swipe,190.62,2.86,50
1471,163,Blue,Q2,Grocery,Chip,470.23,7.05,50
1472,610,Silver,Q3,Travel,Swipe,94.8,1.42,75
1473,668,Blue,Q2,Food,Swipe,277.14,4.16,50
1474,514,Blue,Q4,Food,Online,782.35,11.74,50
1475,350,Blue,Q2,Grocery,Swipe,985.1,14.78,50
1476,909,Silver,Q3,Food,Swipe,130.81,1.96,75
1477,681,Blue,Q2,Bills,Swipe,443.51,6.65,50
1478,464,Platinum,Q4,Fuel,Swipe,40.28,0.6,200
1479,827,Silver,Q1,Fuel,Chip,683.7,10.26,75
1480,837,Blue,Q3,Travel,Swipe,532.16,7.98,50
1481,375,Blue,Q2,Fuel,Chip,552.21,8.28,50
1482,92,Blue,Q3,Entertainment,Swipe,432.56,6.49,50
1483,181,Blue,Q2,Bills,Swipe,109.0,1.64,50
1484,743,Gold,Q1,Bills,Chip,418.99,6.28,120
1485,301,Blue,Q4,Grocery,Swipe,177.25,2.66,50
1486,660,Blue,Q2,Entertainment,Chip,89.23,1.34,50
1487,792,Silver,Q2,Food,Swipe,549.41,8.24,75
1488,189,Blue,Q1,Travel,Swipe,65.63,0.98,50
1489,859,Silver,Q3,Bills,Swipe,298.24,4.47,75
1490,862,Silver,Q4,Entertainment,Swipe,166.53,2.5,75
1491,314,Blue,Q2,Entertainment,Swipe,147.03,2.21,50
1492,493,Blue,Q2,Bills,Swipe,116.61,1.75,50
1493,923,Silver,Q4,Grocery,Chip,301.89,4.53,75
1494,922,Silver,Q1,Entertainment,Swipe,238.71,3.58,75
